"Story","Title","Result","Date","Stability","Duration (s)"
"Tags test","Provide a 404 status code when incorrect HTTP method is used to access resource","FAILURE","2023-01-10T00:01:30.580Z[Europe/London]","0.0","2.71"
"Tags test","This test will verify if a status code of 200 is returned for GET request","ERROR","2023-01-10T00:01:33.305Z[Europe/London]","0.0","0.03"
